vol;début;fin;frequence
DL1090B;31/03/2024;07/04/2024;1234567
DL1090B;08/04/2024;28/10/2024;1
DL1090B;09/04/2024;02/11/2024;234567
DL1096;17/02/2024;24/02/2024;6
DL1096;02/03/2024;09/03/2024;6
DL1096;07/06/2024;07/06/2024;5
DL1096;08/06/2024;25/06/2024;236
DL1096;09/06/2024;25/10/2024;1457
DL1096;26/06/2024;23/10/2024;236
DL1096;26/10/2024;26/10/2024;6
DL1096B;07/06/2024;07/06/2024;5
DL1096B;08/06/2024;25/06/2024;236
DL1096B;09/06/2024;25/10/2024;1457
DL1096B;26/06/2024;23/10/2024;236
DL1096B;26/10/2024;26/10/2024;6
DL1104;10/03/2024;10/03/2024;7
DL1104;11/03/2024;29/03/2024;1234567
DL1104;30/03/2024;30/03/2024;6
DL1104;31/03/2024;07/04/2024;47
DL1104;01/04/2024;05/04/2024;1235
DL1104;06/04/2024;06/04/2024;6
DL1104;08/04/2024;08/04/2024;1
DL1104;09/04/2024;09/04/2024;2
DL1104;10/04/2024;10/04/2024;3
DL1104;11/04/2024;11/04/2024;4
DL1104;12/04/2024;12/04/2024;5
DL1104;14/04/2024;14/04/2024;7
DL1104;15/04/2024;15/04/2024;1
DL1104;16/04/2024;16/04/2024;2
DL1104;17/04/2024;01/05/2024;3
DL1104;18/04/2024;25/04/2024;4
DL1104;19/04/2024;26/04/2024;5
DL1104;20/04/2024;27/04/2024;6
DL1104;21/04/2024;21/04/2024;7
DL1104;22/04/2024;29/04/2024;1
DL1104;23/04/2024;23/04/2024;2
DL1104;28/04/2024;28/04/2024;7
DL1104;30/04/2024;30/04/2024;2
DL1104;02/05/2024;02/05/2024;4
DL1104;03/05/2024;03/05/2024;5
DL1104;05/05/2024;05/05/2024;7
DL1104;06/05/2024;06/05/2024;1
DL1106;05/02/2024;04/03/2024;1
DL1106;13/02/2024;20/02/2024;2
DL1106;21/02/2024;06/03/2024;37
DL1106;22/02/2024;01/03/2024;245
DL1106;05/03/2024;05/03/2024;2
DL1106;07/03/2024;08/03/2024;45
DL1116;30/01/2024;06/03/2024;23
DL1116;25/02/2024;03/03/2024;7
DL1119;20/02/2024;25/02/2024;2357
DL1119;22/02/2024;07/03/2024;4
DL1119;26/02/2024;04/03/2024;13
DL1119;27/02/2024;03/03/2024;257
DL1119;05/03/2024;08/03/2024;235
DL1119;10/03/2024;29/03/2024;123457
DL1119;16/03/2024;23/03/2024;6
DL1119;30/03/2024;30/03/2024;6
DL1119;31/03/2024;07/04/2024;123457
DL1119;06/04/2024;06/04/2024;6
DL1119;08/04/2024;08/04/2024;1
DL1119;09/04/2024;28/04/2024;1234567
DL1119;29/04/2024;03/06/2024;1
DL1119;30/04/2024;06/06/2024;23457
DL1119;04/05/2024;31/08/2024;6
DL1119;07/06/2024;25/10/2024;23457
DL1119;10/06/2024;21/10/2024;1
DL1119;07/09/2024;26/10/2024;6
DL1119B;30/01/2024;09/03/2024;1234567
DL1119B;10/03/2024;29/03/2024;123457
DL1119B;16/03/2024;23/03/2024;6
DL1119B;30/03/2024;30/03/2024;6
DL1119B;31/03/2024;07/04/2024;17
DL1119B;02/04/2024;05/04/2024;2345
DL1119B;06/04/2024;06/04/2024;6
DL1119B;08/04/2024;29/07/2024;1
DL1119B;09/04/2024;03/05/2024;234567
DL1119B;04/05/2024;24/08/2024;6
DL1119B;05/05/2024;09/08/2024;23457
DL1119B;05/08/2024;21/10/2024;1
DL1119B;11/08/2024;23/08/2024;23457
DL1119B;25/08/2024;25/10/2024;23457
DL1119B;31/08/2024;26/10/2024;6
DL1120;06/02/2024;22/02/2024;24
DL1120;17/02/2024;24/02/2024;67
DL1120;14/02/2024;23/02/2024;35
DL1120;25/02/2024;25/02/2024;7
DL1120;26/02/2024;26/02/2024;1
DL1120;27/02/2024;03/03/2024;23457
DL1120;02/03/2024;02/03/2024;6
DL1120;04/03/2024;04/03/2024;1
DL1120;05/03/2024;06/03/2024;23
DL1120;07/03/2024;08/03/2024;45
DL1120;09/03/2024;09/03/2024;6
DL1120;10/03/2024;10/03/2024;7
DL1120;11/03/2024;13/03/2024;123
DL1120;14/03/2024;14/03/2024;4
DL1120;15/03/2024;15/03/2024;5
DL1120;16/03/2024;23/03/2024;6
DL1120;17/03/2024;17/03/2024;7
DL1120;18/03/2024;18/03/2024;1
DL1120;19/03/2024;19/03/2024;2
DL1120;20/03/2024;20/03/2024;3
DL1120;21/03/2024;21/03/2024;4
DL1120;22/03/2024;22/03/2024;5
DL1120;24/03/2024;24/03/2024;7
DL1120;25/03/2024;27/03/2024;123
DL1120;28/03/2024;28/03/2024;4
DL1120;29/03/2024;29/03/2024;5
DL1120;30/03/2024;30/03/2024;6
DL1120;31/03/2024;31/03/2024;7
DL1120;01/04/2024;08/04/2024;1
DL1120;02/04/2024;02/04/2024;2
DL1120;03/04/2024;03/04/2024;3
DL1120;04/04/2024;04/04/2024;4
DL1120;05/04/2024;05/04/2024;5
DL1120;06/04/2024;06/04/2024;6
DL1120;07/04/2024;07/04/2024;7
DL1120;10/04/2024;10/04/2024;3
DL1120;11/04/2024;11/04/2024;4
DL1120;12/04/2024;12/04/2024;5
DL1120;13/04/2024;27/04/2024;6
DL1120;15/04/2024;15/04/2024;1
DL1120;16/04/2024;23/04/2024;2
DL1120;19/04/2024;26/04/2024;5
DL1120;22/04/2024;22/04/2024;1
DL1120;29/04/2024;29/04/2024;1
DL1120;30/04/2024;30/04/2024;2
DL1120;03/05/2024;03/05/2024;5
DL1120;04/05/2024;04/05/2024;6
DL1120;06/05/2024;06/05/2024;1
DL1120B;06/02/2024;22/02/2024;24
DL1120B;17/02/2024;24/02/2024;67
DL1120B;14/02/2024;23/02/2024;35
DL1120B;25/02/2024;25/02/2024;7
DL1120B;26/02/2024;26/02/2024;1
DL1120B;27/02/2024;03/03/2024;23457
DL1120B;02/03/2024;02/03/2024;6
DL1120B;04/03/2024;04/03/2024;1
DL1120B;05/03/2024;06/03/2024;23
DL1120B;07/03/2024;08/03/2024;45
DL1120B;09/03/2024;09/03/2024;6
DL1120B;10/03/2024;10/03/2024;7
DL1120B;11/03/2024;13/03/2024;123
DL1120B;14/03/2024;14/03/2024;4
DL1120B;15/03/2024;15/03/2024;5
DL1120B;16/03/2024;23/03/2024;6
DL1120B;17/03/2024;17/03/2024;7
DL1120B;18/03/2024;18/03/2024;1
DL1120B;19/03/2024;19/03/2024;2
DL1120B;20/03/2024;20/03/2024;3
DL1120B;21/03/2024;21/03/2024;4
DL1120B;22/03/2024;22/03/2024;5
DL1120B;24/03/2024;24/03/2024;7
DL1120B;25/03/2024;27/03/2024;123
DL1120B;28/03/2024;28/03/2024;4
DL1120B;29/03/2024;29/03/2024;5
DL1120B;30/03/2024;30/03/2024;6
DL1120B;31/03/2024;31/03/2024;7
DL1120B;01/04/2024;08/04/2024;1
DL1120B;02/04/2024;02/04/2024;2
DL1120B;03/04/2024;03/04/2024;3
DL1120B;04/04/2024;04/04/2024;4
DL1120B;05/04/2024;05/04/2024;5
DL1120B;06/04/2024;06/04/2024;6
DL1120B;07/04/2024;07/04/2024;7
DL1120B;10/04/2024;10/04/2024;3
DL1120B;11/04/2024;11/04/2024;4
DL1120B;12/04/2024;12/04/2024;5
DL1120B;13/04/2024;27/04/2024;6
DL1120B;15/04/2024;15/04/2024;1
DL1120B;16/04/2024;23/04/2024;2
DL1120B;19/04/2024;26/04/2024;5
DL1120B;22/04/2024;22/04/2024;1
DL1120B;29/04/2024;29/04/2024;1
DL1120B;30/04/2024;30/04/2024;2
DL1120B;03/05/2024;03/05/2024;5
DL1120B;04/05/2024;04/05/2024;6
DL1120B;06/05/2024;06/05/2024;1
DL1121;07/06/2024;25/10/2024;235
DL1121;08/06/2024;26/10/2024;6
DL1121;09/06/2024;20/10/2024;7
DL1121;10/06/2024;21/10/2024;1
DL1121;13/06/2024;24/10/2024;4
DL1121B;07/06/2024;25/10/2024;235
DL1121B;08/06/2024;26/10/2024;6
DL1121B;09/06/2024;20/10/2024;7
DL1121B;10/06/2024;21/10/2024;1
DL1121B;13/06/2024;24/10/2024;4
DL1128;30/01/2024;08/03/2024;123457
DL1128;10/03/2024;25/10/2024;123457
DL1130;07/05/2024;04/06/2024;24
DL1130;08/05/2024;05/06/2024;3
DL1130;10/05/2024;24/05/2024;15
DL1130;11/05/2024;02/06/2024;67
DL1130;27/05/2024;27/05/2024;1
DL1130;31/05/2024;03/06/2024;15
DL1130;06/06/2024;06/06/2024;4
DL1131;07/06/2024;28/06/2024;57
DL1131;08/06/2024;08/06/2024;6
DL1131;10/06/2024;26/06/2024;123
DL1131;13/06/2024;27/06/2024;4
DL1131;15/06/2024;15/06/2024;6
DL1131;22/06/2024;22/06/2024;6
DL1131;29/06/2024;29/06/2024;6
DL1131;30/06/2024;05/07/2024;57
DL1131;01/07/2024;02/07/2024;12
DL1131;03/07/2024;05/08/2024;123
DL1131;04/07/2024;04/07/2024;4
DL1131;06/07/2024;06/07/2024;6
DL1131;07/07/2024;04/08/2024;57
DL1131;11/07/2024;01/08/2024;4
DL1131;13/07/2024;13/07/2024;6
DL1131;20/07/2024;20/07/2024;6
DL1131;27/07/2024;27/07/2024;6
DL1131;03/08/2024;03/08/2024;6
DL1131;06/08/2024;06/09/2024;12345
DL1131;10/08/2024;07/09/2024;6
DL1131;11/08/2024;08/09/2024;7
DL1131;09/09/2024;09/09/2024;1
DL1131;10/09/2024;10/09/2024;2
DL1131;11/09/2024;11/09/2024;3
DL1131;12/09/2024;12/09/2024;4
DL1131;13/09/2024;13/09/2024;5
DL1131;14/09/2024;14/09/2024;6
DL1131;15/09/2024;06/10/2024;7
DL1131;16/09/2024;07/10/2024;1
DL1131;17/09/2024;01/10/2024;2
DL1131;18/09/2024;02/10/2024;3
DL1131;19/09/2024;03/10/2024;4
DL1131;20/09/2024;27/09/2024;5
DL1131;21/09/2024;21/09/2024;6
DL1131;28/09/2024;28/09/2024;6
DL1131;04/10/2024;04/10/2024;5
DL1131;05/10/2024;05/10/2024;6
DL1131;08/10/2024;22/10/2024;2467
DL1131;09/10/2024;25/10/2024;135
DL1131;24/10/2024;24/10/2024;4
DL1131;26/10/2024;26/10/2024;6
DL1131B;07/06/2024;28/06/2024;57
DL1131B;10/06/2024;26/06/2024;123
DL1131B;13/06/2024;27/06/2024;4
DL1131B;03/07/2024;05/08/2024;123
DL1131B;07/07/2024;04/08/2024;57
DL1131B;11/07/2024;01/08/2024;4
DL1131B;06/08/2024;06/09/2024;12345
DL1131B;11/08/2024;08/09/2024;7
DL1131B;09/09/2024;09/09/2024;1
DL1131B;10/09/2024;10/09/2024;2
DL1131B;11/09/2024;11/09/2024;3
DL1131B;12/09/2024;12/09/2024;4
DL1131B;13/09/2024;13/09/2024;5
DL1131B;14/09/2024;14/09/2024;6
DL1131B;15/09/2024;06/10/2024;7
DL1131B;16/09/2024;07/10/2024;1
DL1131B;17/09/2024;01/10/2024;2
DL1131B;18/09/2024;02/10/2024;3
DL1131B;19/09/2024;03/10/2024;4
DL1131B;20/09/2024;27/09/2024;5
DL1131B;21/09/2024;21/09/2024;6
DL1131B;28/09/2024;28/09/2024;6
DL1131B;04/10/2024;04/10/2024;5
DL1131B;05/10/2024;05/10/2024;6
DL1131B;08/10/2024;22/10/2024;2467
DL1131B;09/10/2024;25/10/2024;135
DL1131B;24/10/2024;24/10/2024;4
DL1131B;26/10/2024;26/10/2024;6
DL1143;02/02/2024;08/03/2024;5
DL1143;03/02/2024;02/03/2024;6
DL1143;05/02/2024;04/03/2024;1
DL1143;06/02/2024;05/03/2024;2
DL1143;07/02/2024;06/03/2024;3
DL1143;08/02/2024;29/02/2024;4
DL1143;25/02/2024;03/03/2024;7
DL1143;07/03/2024;07/03/2024;4
DL1143;09/03/2024;09/03/2024;6
DL1143;10/03/2024;24/03/2024;7
DL1143;11/03/2024;11/03/2024;1
DL1143;12/03/2024;28/03/2024;24
DL1143;13/03/2024;27/03/2024;3
DL1143;15/03/2024;29/03/2024;5
DL1143;16/03/2024;30/03/2024;6
DL1143;18/03/2024;25/03/2024;1
DL1143;31/03/2024;31/03/2024;7
DL1143;01/04/2024;07/04/2024;12347
DL1143;05/04/2024;05/04/2024;5
DL1143;06/04/2024;06/04/2024;6
DL1143;08/04/2024;08/04/2024;1
DL1143;09/04/2024;09/04/2024;2
DL1143;10/04/2024;10/04/2024;3
DL1143;11/04/2024;11/04/2024;4
DL1143;12/04/2024;14/04/2024;57
DL1143;15/04/2024;22/04/2024;1
DL1143;16/04/2024;23/04/2024;2
DL1143;17/04/2024;24/04/2024;357
DL1143;18/04/2024;25/04/2024;4
DL1143;26/04/2024;26/04/2024;5
DL1143;28/04/2024;28/04/2024;7
DL1143;29/04/2024;29/04/2024;1
DL1143;30/04/2024;30/04/2024;2
DL1143;01/05/2024;01/05/2024;3
DL1143;02/05/2024;02/05/2024;4
DL1143;03/05/2024;05/05/2024;57
DL1143;06/05/2024;06/05/2024;1
DL1143;07/05/2024;07/05/2024;2
DL1143;08/05/2024;08/05/2024;3
DL1143;09/05/2024;09/05/2024;4
DL1143;10/05/2024;12/05/2024;57
DL1143;11/05/2024;01/06/2024;6
DL1143;13/05/2024;20/05/2024;1
DL1143;14/05/2024;21/05/2024;2
DL1143;15/05/2024;24/05/2024;357
DL1143;16/05/2024;23/05/2024;4
DL1143;26/05/2024;26/05/2024;7
DL1143;27/05/2024;27/05/2024;1
DL1143;28/05/2024;28/05/2024;2
DL1143;29/05/2024;29/05/2024;3
DL1143;30/05/2024;30/05/2024;4
DL1143;31/05/2024;02/06/2024;57
DL1143;03/06/2024;03/06/2024;1
DL1143;04/06/2024;04/06/2024;2
DL1143;05/06/2024;05/06/2024;3
DL1143;06/06/2024;06/06/2024;4
DL1143;07/06/2024;03/07/2024;357
DL1143;08/06/2024;29/06/2024;6
DL1143;10/06/2024;10/06/2024;1
DL1143;11/06/2024;11/06/2024;2
DL1143;13/06/2024;04/07/2024;4
DL1143;17/06/2024;01/07/2024;1
DL1143;18/06/2024;02/07/2024;2
DL1143;05/07/2024;05/07/2024;5
DL1143;06/07/2024;06/07/2024;6
DL1143;07/07/2024;07/07/2024;7
DL1143;08/07/2024;05/08/2024;1
DL1143;09/07/2024;30/07/2024;2
DL1143;10/07/2024;04/09/2024;37
DL1143;11/07/2024;05/09/2024;4
DL1143;12/07/2024;30/08/2024;5
DL1143;13/07/2024;03/08/2024;6
DL1143;06/08/2024;27/08/2024;2
DL1143;10/08/2024;31/08/2024;6
DL1143;12/08/2024;02/09/2024;1
DL1143;03/09/2024;03/09/2024;2
DL1143;06/09/2024;06/09/2024;5
DL1143;07/09/2024;07/09/2024;6
DL1143;08/09/2024;08/09/2024;7
DL1143;09/09/2024;13/09/2024;15
DL1143;10/09/2024;28/09/2024;26
DL1143;11/09/2024;23/10/2024;37
DL1143;12/09/2024;24/10/2024;4
DL1143;16/09/2024;21/10/2024;1
DL1143;20/09/2024;20/09/2024;5
DL1143;27/09/2024;25/10/2024;5
DL1143;01/10/2024;26/10/2024;26
DL1143B;02/02/2024;08/03/2024;5
DL1143B;05/02/2024;04/03/2024;1
DL1143B;06/02/2024;05/03/2024;2
DL1143B;07/02/2024;06/03/2024;3
DL1143B;08/02/2024;29/02/2024;4
DL1143B;24/02/2024;02/03/2024;6
DL1143B;25/02/2024;03/03/2024;7
DL1143B;07/03/2024;07/03/2024;4
DL1143B;09/03/2024;09/03/2024;6
DL1143B;10/03/2024;24/03/2024;7
DL1143B;11/03/2024;11/03/2024;1
DL1143B;12/03/2024;28/03/2024;24
DL1143B;13/03/2024;27/03/2024;3
DL1143B;15/03/2024;29/03/2024;5
DL1143B;16/03/2024;30/03/2024;6
DL1143B;18/03/2024;25/03/2024;1
DL1143B;31/03/2024;31/03/2024;7
DL1143B;01/04/2024;07/04/2024;123457
DL1143B;06/04/2024;06/04/2024;6
DL1143B;08/04/2024;08/04/2024;1
DL1143B;09/04/2024;30/04/2024;2
DL1143B;10/04/2024;05/05/2024;357
DL1143B;26/05/2024;26/05/2024;7
DL1143B;11/04/2024;25/04/2024;4
DL1143B;13/04/2024;13/04/2024;6
DL1143B;15/04/2024;06/05/2024;1
DL1143B;20/04/2024;01/06/2024;6
DL1143B;02/05/2024;02/05/2024;4
DL1143B;07/05/2024;07/05/2024;2
DL1143B;08/05/2024;12/05/2024;357
DL1143B;09/05/2024;09/05/2024;4
DL1143B;13/05/2024;20/05/2024;1
DL1143B;14/05/2024;21/05/2024;2
DL1143B;15/05/2024;24/05/2024;357
DL1143B;16/05/2024;23/05/2024;4
DL1143B;27/05/2024;27/05/2024;1
DL1143B;28/05/2024;28/05/2024;2
DL1143B;29/05/2024;29/05/2024;3
DL1143B;30/05/2024;30/05/2024;4
DL1143B;31/05/2024;02/06/2024;57
DL1143B;03/06/2024;03/06/2024;1
DL1143B;04/06/2024;04/06/2024;2
DL1143B;05/06/2024;05/06/2024;3
DL1143B;06/06/2024;06/06/2024;4
DL1143B;07/06/2024;03/07/2024;357
DL1143B;08/06/2024;29/06/2024;6
DL1143B;10/06/2024;10/06/2024;1
DL1143B;11/06/2024;11/06/2024;2
DL1143B;13/06/2024;04/07/2024;4
DL1143B;17/06/2024;01/07/2024;1
DL1143B;18/06/2024;02/07/2024;2
DL1143B;05/07/2024;05/07/2024;5
DL1143B;06/07/2024;06/07/2024;6
DL1143B;07/07/2024;07/07/2024;7
DL1143B;08/07/2024;05/08/2024;1
DL1143B;09/07/2024;30/07/2024;2
DL1143B;10/07/2024;04/09/2024;37
DL1143B;11/07/2024;05/09/2024;4
DL1143B;12/07/2024;30/08/2024;5
DL1143B;13/07/2024;03/08/2024;6
DL1143B;06/08/2024;27/08/2024;2
DL1143B;10/08/2024;31/08/2024;6
DL1143B;12/08/2024;02/09/2024;1
DL1143B;03/09/2024;03/09/2024;2
DL1143B;06/09/2024;06/09/2024;5
DL1143B;07/09/2024;07/09/2024;6
DL1143B;08/09/2024;08/09/2024;7
DL1143B;09/09/2024;13/09/2024;15
DL1143B;10/09/2024;28/09/2024;26
DL1143B;11/09/2024;23/10/2024;37
DL1143B;12/09/2024;24/10/2024;4
DL1143B;16/09/2024;21/10/2024;1
DL1143B;20/09/2024;20/09/2024;5
DL1143B;27/09/2024;25/10/2024;5
DL1143B;01/10/2024;26/10/2024;26
DL1151;09/04/2024;10/04/2024;23
DL1151;11/04/2024;05/05/2024;457
DL1151;13/04/2024;20/04/2024;6
DL1151;15/04/2024;13/05/2024;1
DL1151;16/04/2024;01/05/2024;23
DL1151;27/04/2024;27/04/2024;6
DL1151;04/05/2024;04/05/2024;6
DL1151;07/05/2024;06/06/2024;234
DL1151;10/05/2024;12/05/2024;57
DL1151;17/05/2024;03/06/2024;157
DL1151B;09/04/2024;10/04/2024;23
DL1151B;11/04/2024;05/05/2024;457
DL1151B;15/04/2024;13/05/2024;1
DL1151B;16/04/2024;01/05/2024;23
DL1151B;07/05/2024;06/06/2024;234
DL1151B;10/05/2024;12/05/2024;57
DL1151B;17/05/2024;03/06/2024;157
DL1152;25/05/2024;25/05/2024;6
DL1152;26/05/2024;01/06/2024;67
DL1154;30/01/2024;08/03/2024;123457
DL1154;10/03/2024;29/03/2024;123457
DL1159;07/06/2024;07/06/2024;5
DL1159;08/06/2024;25/10/2024;1234567
DL1159;26/10/2024;26/10/2024;6
DL1159B;07/06/2024;07/06/2024;5
DL1159B;08/06/2024;25/10/2024;1234567
DL1159B;26/10/2024;26/10/2024;6
DL1163;19/02/2024;21/02/2024;13
DL1163;20/02/2024;20/02/2024;2
DL1163;22/02/2024;22/02/2024;4
DL1163;23/02/2024;23/02/2024;5
DL1163;24/02/2024;24/02/2024;6
DL1163;25/02/2024;25/02/2024;7
DL1163;26/02/2024;29/02/2024;1234
DL1163;01/03/2024;09/03/2024;1234567
DL1163;10/03/2024;10/03/2024;7
DL1163;11/03/2024;11/03/2024;1
DL1163;12/03/2024;13/03/2024;23
DL1163;14/03/2024;18/03/2024;1457
DL1163;16/03/2024;23/03/2024;6
DL1163;19/03/2024;19/03/2024;2
DL1163;20/03/2024;20/03/2024;3
DL1163;21/03/2024;25/03/2024;1457
DL1163;26/03/2024;27/03/2024;23
DL1163;28/03/2024;29/03/2024;45
DL1163;30/03/2024;30/03/2024;6
DL1163;31/03/2024;07/04/2024;7
DL1163;01/04/2024;02/04/2024;12
DL1163;03/04/2024;05/04/2024;35
DL1163;04/04/2024;04/04/2024;4
DL1163;06/04/2024;06/04/2024;6
DL1163;08/04/2024;08/04/2024;1
DL1163;09/04/2024;09/04/2024;2
DL1163;10/04/2024;03/05/2024;35
DL1163;11/04/2024;02/05/2024;4
DL1163;13/04/2024;06/05/2024;126
DL1163;14/04/2024;05/05/2024;7
DL1163;07/05/2024;04/06/2024;126
DL1163;08/05/2024;05/06/2024;35
DL1163;09/05/2024;06/06/2024;4
DL1163;12/05/2024;02/06/2024;7
DL1163;07/06/2024;06/09/2024;35
DL1163;08/06/2024;07/09/2024;126
DL1163;09/06/2024;01/09/2024;7
DL1163;13/06/2024;05/09/2024;4
DL1163;08/09/2024;25/10/2024;357
DL1163;09/09/2024;26/10/2024;1246
DL1163B;19/02/2024;21/02/2024;13
DL1163B;20/02/2024;20/02/2024;2
DL1163B;22/02/2024;22/02/2024;4
DL1163B;23/02/2024;23/02/2024;5
DL1163B;24/02/2024;24/02/2024;6
DL1163B;25/02/2024;25/02/2024;7
DL1163B;26/02/2024;29/02/2024;1234
DL1163B;01/03/2024;09/03/2024;1234567
DL1163B;10/03/2024;10/03/2024;7
DL1163B;11/03/2024;11/03/2024;1
DL1163B;12/03/2024;13/03/2024;23
DL1163B;14/03/2024;18/03/2024;1457
DL1163B;16/03/2024;23/03/2024;6
DL1163B;19/03/2024;19/03/2024;2
DL1163B;20/03/2024;20/03/2024;3
DL1163B;21/03/2024;25/03/2024;1457
DL1163B;26/03/2024;27/03/2024;23
DL1163B;28/03/2024;29/03/2024;45
DL1163B;30/03/2024;30/03/2024;6
DL1163B;31/03/2024;07/04/2024;7
DL1163B;01/04/2024;02/04/2024;12
DL1163B;03/04/2024;05/04/2024;35
DL1163B;04/04/2024;04/04/2024;4
DL1163B;06/04/2024;06/04/2024;6
DL1163B;08/04/2024;08/04/2024;1
DL1163B;09/04/2024;09/04/2024;2
DL1163B;10/04/2024;03/05/2024;35
DL1163B;11/04/2024;02/05/2024;4
DL1163B;13/04/2024;06/05/2024;126
DL1163B;14/04/2024;05/05/2024;7
DL1163B;07/05/2024;04/06/2024;126
DL1163B;08/05/2024;05/06/2024;35
DL1163B;09/05/2024;06/06/2024;4
DL1163B;12/05/2024;02/06/2024;7
DL1163B;07/06/2024;06/09/2024;35
DL1163B;08/06/2024;07/09/2024;126
DL1163B;09/06/2024;01/09/2024;7
DL1163B;13/06/2024;05/09/2024;4
DL1163B;08/09/2024;25/10/2024;357
DL1163B;09/09/2024;26/10/2024;1246
DL1180;17/02/2024;02/03/2024;6
DL1180;09/03/2024;09/03/2024;6
DL1193;09/04/2024;13/04/2024;236
DL1193;11/04/2024;05/05/2024;47
DL1193;12/04/2024;03/05/2024;15
DL1193;16/04/2024;30/04/2024;2
DL1193;17/04/2024;27/04/2024;36
DL1193;01/05/2024;04/05/2024;36
DL1193;07/05/2024;05/06/2024;23
DL1193;09/05/2024;09/05/2024;4
DL1193;10/05/2024;17/05/2024;5
DL1193;11/05/2024;18/05/2024;6
DL1193;12/05/2024;23/05/2024;47
DL1193;13/05/2024;13/05/2024;1
DL1193;20/05/2024;27/05/2024;1
DL1193;24/05/2024;24/05/2024;5
DL1193;25/05/2024;25/05/2024;6
DL1193;30/05/2024;30/05/2024;4
DL1193;31/05/2024;31/05/2024;5
DL1193;01/06/2024;01/06/2024;6
DL1193;02/06/2024;02/06/2024;7
DL1193;03/06/2024;03/06/2024;1
DL1193;06/06/2024;06/06/2024;4
DL1199;30/01/2024;08/03/2024;123457
DL1199;10/02/2024;09/03/2024;6
DL1199;10/03/2024;11/03/2024;17
DL1199;09/04/2024;05/05/2024;123457
DL1199;06/05/2024;06/05/2024;1
DL1199;07/05/2024;08/05/2024;23
DL1199;09/05/2024;06/06/2024;123457
DL1199;11/05/2024;01/06/2024;6
DL1199;08/06/2024;02/11/2024;6
DL1199;09/06/2024;19/06/2024;123457
DL1199;20/06/2024;18/08/2024;123457
DL1199;19/08/2024;08/09/2024;123457
DL1199;10/09/2024;01/11/2024;123457
DL1199B;30/01/2024;08/03/2024;123457
DL1199B;10/02/2024;09/03/2024;6
DL1199B;10/03/2024;11/03/2024;17
DL1199B;09/04/2024;05/05/2024;123457
DL1199B;06/05/2024;06/05/2024;1
DL1199B;07/05/2024;08/05/2024;23
DL1199B;09/05/2024;06/06/2024;123457
DL1199B;11/05/2024;01/06/2024;6
DL1199B;08/06/2024;27/07/2024;6
DL1199B;09/06/2024;19/06/2024;123457
DL1199B;20/06/2024;18/08/2024;123457
DL1199B;03/08/2024;02/11/2024;6
DL1199B;19/08/2024;08/09/2024;123457
DL1199B;10/09/2024;01/11/2024;123457
DL1215;14/02/2024;21/02/2024;234
DL1215;22/02/2024;22/02/2024;4
DL1215;23/02/2024;01/03/2024;5
DL1215;24/02/2024;24/02/2024;6
DL1215;26/02/2024;26/02/2024;1
DL1215;27/02/2024;06/03/2024;23
DL1215;29/02/2024;29/02/2024;4
DL1215;02/03/2024;09/03/2024;6
DL1215;04/03/2024;04/03/2024;1
DL1215;07/03/2024;07/03/2024;4
DL1215;08/03/2024;08/03/2024;5
DL1215;11/03/2024;20/03/2024;135
DL1215;12/03/2024;19/03/2024;24
DL1215;16/03/2024;30/03/2024;67
DL1215;21/03/2024;29/03/2024;245
DL1215;25/03/2024;27/03/2024;13
DL1215;01/04/2024;08/04/2024;12345
DL1215;09/04/2024;12/04/2024;2345
DL1215;13/04/2024;27/04/2024;6
DL1215;14/04/2024;05/05/2024;7
DL1215;15/04/2024;19/04/2024;1245
DL1215;17/04/2024;17/04/2024;3
DL1215;22/04/2024;06/05/2024;12345
DL1215;04/05/2024;04/05/2024;6
DL1216;05/02/2024;04/03/2024;1
DL1216;03/02/2024;09/03/2024;6
DL1216;08/02/2024;29/02/2024;4
DL1216;13/02/2024;05/03/2024;2
DL1216;21/02/2024;08/03/2024;357
DL1216;07/03/2024;07/03/2024;4
DL1216;10/03/2024;29/03/2024;1357
DL1216;12/03/2024;28/03/2024;24
DL1216;16/03/2024;30/03/2024;6
DL1216;31/03/2024;31/03/2024;7
DL1216;01/04/2024;07/04/2024;1357
DL1216;02/04/2024;02/04/2024;2
DL1216;04/04/2024;04/04/2024;4
DL1216;06/04/2024;06/04/2024;6
DL1216;08/04/2024;08/04/2024;1
DL1216;09/04/2024;09/04/2024;2
DL1216;10/04/2024;10/04/2024;3
DL1216;11/04/2024;02/05/2024;4
DL1216;12/04/2024;01/05/2024;12357
DL1216;13/04/2024;04/05/2024;6
DL1216;03/05/2024;06/05/2024;157
DL1216;07/05/2024;07/05/2024;2
DL1216;08/05/2024;24/05/2024;1357
DL1216;09/05/2024;23/05/2024;4
DL1216;11/05/2024;25/05/2024;6
DL1216;14/05/2024;21/05/2024;2
DL1216;26/05/2024;26/05/2024;7
DL1216;27/05/2024;27/05/2024;1
DL1216;28/05/2024;28/05/2024;2
DL1216;29/05/2024;03/06/2024;1357
DL1216;30/05/2024;06/06/2024;4
DL1216;01/06/2024;01/06/2024;6
DL1216;04/06/2024;04/06/2024;2
DL1216;05/06/2024;05/06/2024;3
DL1216;07/06/2024;01/07/2024;1357
DL1216;08/06/2024;29/06/2024;6
DL1216;11/06/2024;09/07/2024;2
DL1216;13/06/2024;05/09/2024;4
DL1216;03/07/2024;03/07/2024;3
DL1216;05/07/2024;06/09/2024;15
