vol;début;fin;frequence
DL 2394 ;27/02/2024;28/02/2024;23
DL 2394 ;29/02/2024;29/02/2024;4
DL 2394 ;01/03/2024;01/03/2024;5
DL 2394 ;02/03/2024;02/03/2024;6
DL 2394 ;03/03/2024;03/03/2024;7
DL 2394 ;04/03/2024;04/03/2024;1
DL 2394 ;05/03/2024;06/03/2024;23
DL 2394 ;07/03/2024;07/03/2024;4
DL 2394 ;08/03/2024;08/03/2024;5
DL 2394 ;09/03/2024;09/03/2024;6
DL 2394 ;07/06/2024;01/11/2024;1234567
AF 1011 ;09/02/2024;20/02/2024;2356
AF 1011 ;12/02/2024;19/02/2024;147
AF 1011 ;24/02/2024;12/03/2024;2356
AF 1011 ;25/02/2024;17/03/2024;147
AF 1011 ;15/03/2024;30/03/2024;2356
AF 1011 ;21/03/2024;28/03/2024;147
AF 1011 ;02/04/2024;09/04/2024;2
AF 1011 ;04/04/2024;11/04/2024;4
AF 1011 ;06/04/2024;13/04/2024;6
AF 1011 ;20/04/2024;27/04/2024;6
AF 1011 ;23/04/2024;23/04/2024;2
AF 1011 ;25/04/2024;25/04/2024;4
AF 1011 ;30/04/2024;30/04/2024;2
AF 1011 ;04/05/2024;04/07/2024;46
AF 1011 ;07/05/2024;07/05/2024;2
AF 1011 ;14/05/2024;28/05/2024;2
AF 1011 ;04/06/2024;02/07/2024;2
AF 1011 ;08/07/2024;25/07/2024;12345
AF 1011 ;26/07/2024;26/07/2024;5
AF 1011 ;29/07/2024;30/08/2024;12345
AF 1011 ;03/09/2024;22/10/2024;2
AF 1011 ;05/09/2024;26/10/2024;46
AF 301D ;11/02/2024;11/02/2024;7
AF 301D ;12/02/2024;12/02/2024;1
AF 301D ;13/02/2024;13/02/2024;2
AF 301D ;14/02/2024;14/02/2024;3
AF 301D ;15/02/2024;15/02/2024;4
AF 301D ;16/02/2024;16/02/2024;5
AF 301D ;17/02/2024;17/02/2024;6
AF 301D ;18/02/2024;18/02/2024;7
AF 301D ;19/02/2024;19/02/2024;1
AF 301D ;20/02/2024;20/02/2024;2
AF 301D ;21/02/2024;21/02/2024;3
AF 648  ;31/01/2024;10/02/2024;36
AF 648  ;17/02/2024;09/03/2024;136
AF 648  ;16/03/2024;23/03/2024;6
AF 648  ;27/03/2024;27/03/2024;3
AF 648  ;30/03/2024;30/03/2024;6
AF 648  ;31/03/2024;25/10/2024;357
KL 8625 ;29/10/2023;30/03/2024;1234567
AF 317D ;10/02/2024;10/02/2024;6
AF 317D ;11/02/2024;11/02/2024;7
AF 317D ;13/02/2024;13/02/2024;2
AF 317D ;14/02/2024;14/02/2024;3
AF 317D ;16/02/2024;16/02/2024;5
AF 317D ;17/02/2024;17/02/2024;6
AF 317D ;18/02/2024;18/02/2024;7
AF 317D ;20/02/2024;20/02/2024;2
AF 317D ;21/02/2024;21/02/2024;3
AF 9351 ;17/02/2024;17/02/2024;6
AF 9351 ;19/02/2024;19/02/2024;1
AF 9351 ;26/02/2024;26/02/2024;1
AF 9351 ;05/03/2024;05/03/2024;2
AI 882  ;01/11/2023;27/03/2024;3
AI 882  ;03/11/2023;29/03/2024;157
DL 2114 ;09/04/2024;09/04/2024;2
DL 2114 ;10/04/2024;24/04/2024;3
DL 2114 ;11/04/2024;27/04/2024;124567
DL 2114 ;28/04/2024;06/05/2024;12567
DL 2114 ;01/05/2024;02/05/2024;34
AF 1622 ;26/01/2024;29/03/2024;57
AF 1622 ;29/01/2024;01/02/2024;14
AF 1622 ;08/02/2024;12/02/2024;14
AF 1622 ;14/02/2024;28/03/2024;1234
AF 1622 ;31/03/2024;07/04/2024;57
AF 1622 ;01/04/2024;01/04/2024;1
AF 1622 ;02/04/2024;02/04/2024;2
AF 1622 ;03/04/2024;03/04/2024;3
AF 1622 ;04/04/2024;11/04/2024;124
AF 1622 ;06/04/2024;29/06/2024;6
AF 1622 ;10/04/2024;10/04/2024;3
AF 1622 ;12/04/2024;12/04/2024;5
AF 1622 ;14/04/2024;26/05/2024;57
AF 1622 ;16/04/2024;22/04/2024;124
AF 1622 ;17/04/2024;24/04/2024;3
AF 1622 ;23/04/2024;23/04/2024;2
AF 1622 ;29/04/2024;27/05/2024;14
AF 1622 ;30/04/2024;30/04/2024;2
AF 1622 ;01/05/2024;01/05/2024;3
AF 1622 ;07/05/2024;07/05/2024;2
AF 1622 ;08/05/2024;08/05/2024;3
AF 1622 ;15/05/2024;22/05/2024;3
AF 1622 ;29/05/2024;29/05/2024;3
AF 1622 ;30/05/2024;10/06/2024;124
AF 1622 ;31/05/2024;31/05/2024;5
AF 1622 ;02/06/2024;05/07/2024;57
AF 1622 ;05/06/2024;05/06/2024;3
AF 1622 ;11/06/2024;25/06/2024;2
AF 1622 ;12/06/2024;19/06/2024;3
AF 1622 ;13/06/2024;01/07/2024;14
AF 1622 ;26/06/2024;03/07/2024;3
AF 1622 ;02/07/2024;02/07/2024;2
AF 1622 ;04/07/2024;03/09/2024;1234
AF 1622 ;12/07/2024;30/08/2024;5
AF 1622 ;04/09/2024;23/10/2024;3
AF 1622 ;05/09/2024;24/10/2024;124
AF 1622 ;06/09/2024;25/10/2024;5
AF 1622 ;07/09/2024;26/10/2024;6
AF 1622 ;08/09/2024;20/10/2024;7
DL 7101T;01/05/2019;21/09/2691;1234
DL 7101T;03/05/2019;21/09/2691;5
AF 1229 ;29/01/2024;12/02/2024;14
AF 1229 ;15/02/2024;15/02/2024;4
AF 1229 ;17/02/2024;17/02/2024;6
AF 1229 ;19/02/2024;24/02/2024;16
AF 1229 ;20/02/2024;20/02/2024;2
AF 1229 ;22/02/2024;22/02/2024;4
AF 1229 ;26/02/2024;02/03/2024;16
AF 1229 ;04/03/2024;11/03/2024;146
AF 1229 ;14/03/2024;14/03/2024;4
AF 1229 ;16/03/2024;23/03/2024;6
AF 1229 ;18/03/2024;25/03/2024;1
AF 1229 ;21/03/2024;21/03/2024;4
AF 1229 ;28/03/2024;28/03/2024;4
AF 1229 ;30/03/2024;30/03/2024;6
AF 1229 ;31/03/2024;31/03/2024;7
AF 1229 ;02/04/2024;02/04/2024;2
AF 1229 ;04/04/2024;04/04/2024;4
AF 1229 ;05/04/2024;05/04/2024;5
AF 1229 ;09/04/2024;09/04/2024;2
AF 1229 ;11/04/2024;11/04/2024;4
AF 1229 ;12/04/2024;12/04/2024;5
AF 1229 ;16/04/2024;16/04/2024;2
AF 1229 ;18/04/2024;18/04/2024;4
AF 1229 ;19/04/2024;19/04/2024;5
AF 1229 ;23/04/2024;23/04/2024;2
AF 1229 ;25/04/2024;25/04/2024;4
AF 1229 ;26/04/2024;26/04/2024;5
AF 1229 ;28/04/2024;28/04/2024;7
AF 1229 ;29/04/2024;29/04/2024;1
AF 1229 ;30/04/2024;30/04/2024;2
AF 1229 ;01/05/2024;01/05/2024;3
AF 1229 ;02/05/2024;02/05/2024;4
AF 1229 ;03/05/2024;03/05/2024;5
AF 1229 ;04/05/2024;04/05/2024;6
AF 1229 ;05/05/2024;05/05/2024;7
AF 1229 ;06/05/2024;06/05/2024;1
AF 1229 ;07/05/2024;07/05/2024;2
AF 1229 ;08/05/2024;08/05/2024;3
AF 1229 ;09/05/2024;09/05/2024;4
AF 1229 ;10/05/2024;10/05/2024;5
AF 1229 ;11/05/2024;11/05/2024;6
AF 1229 ;12/05/2024;12/05/2024;7
AF 1229 ;13/05/2024;19/05/2024;1457
AF 1229 ;14/05/2024;14/05/2024;2
AF 1229 ;18/05/2024;25/05/2024;6
AF 1229 ;20/05/2024;26/05/2024;157
AF 1229 ;21/05/2024;23/05/2024;24
AF 1229 ;28/05/2024;04/06/2024;25
AF 1229 ;30/05/2024;03/06/2024;147
AF 1229 ;01/06/2024;01/06/2024;6
AF 1229 ;05/06/2024;05/06/2024;3
AF 1229 ;06/06/2024;09/06/2024;4567
AF 1229 ;10/06/2024;16/06/2024;12467
AF 1229 ;12/06/2024;03/07/2024;3
AF 1229 ;14/06/2024;14/06/2024;5
AF 1229 ;17/06/2024;05/07/2024;124567
AF 1229 ;06/07/2024;07/07/2024;67
AF 1229 ;08/07/2024;28/08/2024;123
AF 1229 ;11/07/2024;01/09/2024;467
AF 1229 ;12/07/2024;19/07/2024;5
AF 1229 ;26/07/2024;26/07/2024;5
AF 1229 ;02/08/2024;30/08/2024;5
AF 1229 ;02/09/2024;26/10/2024;124567
AF 1229 ;04/09/2024;23/10/2024;3
MP 019L ;18/10/2000;21/09/2691;123457
AF 7335 ;31/03/2024;07/04/2024;467
AF 7335 ;01/04/2024;01/04/2024;1
AF 7335 ;02/04/2024;02/04/2024;2
AF 7335 ;03/04/2024;03/04/2024;3
AF 7335 ;05/04/2024;05/04/2024;5
AF 7335 ;08/04/2024;08/04/2024;1
AF 7335 ;09/04/2024;09/04/2024;2
AF 7335 ;10/04/2024;10/04/2024;3
AF 7335 ;11/04/2024;11/04/2024;4
AF 7335 ;12/04/2024;12/04/2024;5
AF 7335 ;13/04/2024;07/07/2024;467
AF 7335 ;15/04/2024;15/04/2024;1
AF 7335 ;16/04/2024;16/04/2024;2
AF 7335 ;17/04/2024;17/04/2024;3
AF 7335 ;19/04/2024;19/04/2024;5
AF 7335 ;22/04/2024;22/04/2024;1
AF 7335 ;23/04/2024;23/04/2024;2
AF 7335 ;24/04/2024;24/04/2024;3
AF 7335 ;26/04/2024;26/04/2024;5
AF 7335 ;29/04/2024;30/04/2024;12
AF 7335 ;01/05/2024;01/05/2024;3
AF 7335 ;03/05/2024;03/05/2024;5
AF 7335 ;06/05/2024;06/05/2024;1
AF 7335 ;07/05/2024;07/05/2024;2
AF 7335 ;08/05/2024;08/05/2024;3
AF 7335 ;10/05/2024;10/05/2024;5
AF 7335 ;13/05/2024;13/05/2024;1
AF 7335 ;14/05/2024;14/05/2024;2
AF 7335 ;15/05/2024;15/05/2024;3
AF 7335 ;17/05/2024;17/05/2024;5
AF 7335 ;20/05/2024;20/05/2024;1
AF 7335 ;21/05/2024;21/05/2024;2
AF 7335 ;22/05/2024;27/05/2024;13
AF 7335 ;24/05/2024;24/05/2024;5
AF 7335 ;28/05/2024;28/05/2024;2
AF 7335 ;29/05/2024;29/05/2024;3
AF 7335 ;31/05/2024;31/05/2024;5
AF 7335 ;03/06/2024;03/06/2024;1
AF 7335 ;04/06/2024;18/06/2024;2
AF 7335 ;05/06/2024;05/06/2024;3
AF 7335 ;07/06/2024;05/07/2024;5
AF 7335 ;10/06/2024;10/06/2024;1
AF 7335 ;12/06/2024;03/07/2024;13
AF 7335 ;25/06/2024;02/07/2024;2
AF 7335 ;08/07/2024;28/08/2024;13
AF 7335 ;09/07/2024;01/09/2024;267
AF 7335 ;02/09/2024;23/10/2024;13
AF 7335 ;03/09/2024;22/10/2024;2
AF 7335 ;05/09/2024;26/10/2024;467
AF 7335 ;06/09/2024;25/10/2024;5
AF 1782 ;06/07/2024;25/07/2024;1234567
AF 1782 ;26/07/2024;26/07/2024;5
AF 1782 ;27/07/2024;01/09/2024;1234567
AF 7495 ;19/01/2024;30/03/2024;1234567
AF 7495 ;31/03/2024;27/04/2024;267
AF 7495 ;01/04/2024;26/04/2024;1345
AF 7495 ;28/04/2024;08/07/2024;1234567
AF 7495 ;09/07/2024;27/08/2024;2
AF 7495 ;10/07/2024;29/08/2024;134567
AF 7495 ;30/08/2024;06/10/2024;1234567
AF 7495 ;07/10/2024;17/10/2024;12467
AF 7495 ;09/10/2024;23/10/2024;35
AF 7495 ;19/10/2024;26/10/2024;124567
KL 1924 ;25/01/2024;17/02/2024;1234567
KL 1924 ;18/02/2024;24/03/2024;7
KL 1924 ;19/02/2024;30/03/2024;123456
AF 9409 ;07/01/2024;24/03/2024;7
AF 9409 ;17/02/2024;17/02/2024;6
AF 9409 ;09/03/2024;09/03/2024;6
AF 9409 ;31/03/2024;07/04/2024;1234567
AF 9409 ;08/04/2024;05/07/2024;1234567
AF 9409 ;06/07/2024;31/08/2024;6
AF 9409 ;02/09/2024;26/10/2024;1234567
AF 305D ;11/02/2024;11/02/2024;7
AF 305D ;12/02/2024;12/02/2024;1
AF 305D ;13/02/2024;13/02/2024;2
AF 305D ;14/02/2024;14/02/2024;3
AF 305D ;15/02/2024;15/02/2024;4
AF 305D ;16/02/2024;16/02/2024;5
AF 305D ;17/02/2024;17/02/2024;6
AF 305D ;18/02/2024;18/02/2024;7
AF 305D ;19/02/2024;19/02/2024;1
AF 305D ;20/02/2024;20/02/2024;2
AF 305D ;21/02/2024;21/02/2024;3
AF 1051 ;17/01/2024;06/02/2024;1234567
AF 1051 ;08/02/2024;18/02/2024;1234567
AF 1051 ;19/02/2024;21/02/2024;13
AF 1051 ;20/02/2024;25/02/2024;2457
AF 1051 ;24/02/2024;24/02/2024;6
AF 1051 ;26/02/2024;26/02/2024;1
AF 1051 ;27/02/2024;03/03/2024;23467
AF 1051 ;01/03/2024;01/03/2024;5
AF 1051 ;04/03/2024;04/03/2024;1
AF 1051 ;05/03/2024;13/03/2024;234567
AF 1051 ;11/03/2024;11/03/2024;1
AF 1051 ;14/03/2024;14/03/2024;4
AF 1051 ;15/03/2024;15/03/2024;5
AF 1051 ;16/03/2024;30/03/2024;6
AF 1051 ;17/03/2024;17/03/2024;7
AF 1051 ;18/03/2024;24/03/2024;1347
AF 1051 ;19/03/2024;19/03/2024;2
AF 1051 ;22/03/2024;22/03/2024;5
AF 1051 ;25/03/2024;25/03/2024;1
AF 1051 ;26/03/2024;29/03/2024;25
AF 1051 ;27/03/2024;27/03/2024;3
AF 1051 ;28/03/2024;28/03/2024;4
AF 1051 ;31/03/2024;07/04/2024;7
AF 1051 ;05/04/2024;05/04/2024;5
AF 1051 ;12/04/2024;26/04/2024;5
AF 1051 ;13/04/2024;13/04/2024;6
AF 1051 ;14/04/2024;28/04/2024;7
AF 1051 ;20/04/2024;20/04/2024;6
AF 1051 ;27/04/2024;27/04/2024;6
AF 1051 ;30/04/2024;04/05/2024;256
AF 1051 ;05/05/2024;12/05/2024;7
AF 1051 ;07/05/2024;07/05/2024;2
AF 1051 ;10/05/2024;11/05/2024;56
AF 1051 ;14/05/2024;05/07/2024;256
AF 1051 ;19/05/2024;30/06/2024;7
AF 1051 ;06/07/2024;20/07/2024;6
AF 1051 ;08/07/2024;29/08/2024;1234
AF 1051 ;12/07/2024;30/08/2024;5
AF 1051 ;27/07/2024;27/07/2024;6
AF 1051 ;03/08/2024;31/08/2024;6
AF 1051 ;03/09/2024;26/10/2024;256
AF 1051 ;08/09/2024;20/10/2024;7
DL 352B ;01/03/2024;08/03/2024;5
DL 352B ;03/03/2024;03/03/2024;7
DL 352B ;04/03/2024;04/03/2024;1
DL 352B ;05/03/2024;05/03/2024;2
DL 352B ;06/03/2024;06/03/2024;3
DL 352B ;07/03/2024;07/03/2024;4
DL 2725 ;12/02/2024;12/02/2024;1
DL 2725 ;13/02/2024;13/02/2024;2
DL 2725 ;14/02/2024;02/03/2024;36
DL 2725 ;15/02/2024;29/02/2024;4
DL 2725 ;16/02/2024;16/02/2024;5
DL 2725 ;18/02/2024;18/02/2024;7
DL 2725 ;19/02/2024;19/02/2024;1
DL 2725 ;20/02/2024;20/02/2024;2
DL 2725 ;23/02/2024;23/02/2024;5
DL 2725 ;25/02/2024;04/03/2024;157
DL 2725 ;27/02/2024;05/03/2024;2
DL 2725 ;06/03/2024;06/03/2024;3
DL 2725 ;07/03/2024;07/03/2024;4
DL 2725 ;08/03/2024;08/03/2024;5
DL 2725 ;09/03/2024;09/03/2024;6
DL 2725 ;10/03/2024;11/03/2024;17
DL 2725 ;12/03/2024;12/03/2024;2
DL 2725 ;13/03/2024;13/03/2024;3
DL 2725 ;14/03/2024;28/03/2024;34
DL 2725 ;15/03/2024;18/03/2024;157
DL 2725 ;16/03/2024;30/03/2024;6
DL 2725 ;19/03/2024;19/03/2024;2
DL 2725 ;22/03/2024;25/03/2024;15
DL 2725 ;24/03/2024;24/03/2024;7
DL 2725 ;26/03/2024;26/03/2024;2
DL 2725 ;29/03/2024;29/03/2024;5
DL 2725 ;31/03/2024;01/04/2024;17
DL 2725 ;02/04/2024;07/04/2024;23457
DL 2725 ;06/04/2024;06/04/2024;6
DL 2725 ;08/04/2024;08/04/2024;1
DL 2725 ;09/04/2024;15/04/2024;123457
DL 2725 ;13/04/2024;20/04/2024;6
DL 2725 ;16/04/2024;17/04/2024;23
DL 2725 ;18/04/2024;19/04/2024;45
DL 2725 ;21/04/2024;22/04/2024;17
DL 2725 ;23/04/2024;24/04/2024;23
DL 2725 ;25/04/2024;28/04/2024;457
DL 2725 ;27/04/2024;04/05/2024;6
DL 2725 ;29/04/2024;29/04/2024;1
DL 2725 ;30/04/2024;01/05/2024;23
DL 2725 ;02/05/2024;05/05/2024;47
DL 2725 ;03/05/2024;06/05/2024;15
DL 2725 ;07/05/2024;12/05/2024;23457
DL 2725 ;11/05/2024;01/06/2024;6
DL 2725 ;13/05/2024;27/05/2024;1457
DL 2725 ;14/05/2024;04/06/2024;23
DL 2725 ;30/05/2024;02/06/2024;457
DL 2725 ;03/06/2024;03/06/2024;1
DL 2725 ;05/06/2024;05/06/2024;3
DL 2725 ;06/06/2024;06/06/2024;4
DL 2725 ;07/06/2024;14/06/2024;5
DL 2725 ;09/06/2024;16/06/2024;7
DL 2725 ;10/06/2024;17/06/2024;1
DL 2725 ;13/06/2024;13/06/2024;4
DL 2725 ;20/06/2024;27/06/2024;4
DL 2725 ;21/06/2024;28/06/2024;15
DL 2725 ;23/06/2024;23/06/2024;7
DL 2725 ;07/07/2024;04/08/2024;7
DL 2725 ;08/07/2024;29/07/2024;15
DL 2725 ;11/07/2024;25/07/2024;4
DL 2725 ;01/08/2024;02/08/2024;45
DL 2725 ;05/08/2024;08/09/2024;1457
DL 2725 ;09/09/2024;04/10/2024;1457
DL 2725 ;10/09/2024;11/09/2024;23
DL 2725 ;14/09/2024;05/10/2024;236
DL 2725 ;06/10/2024;06/10/2024;7
DL 2725 ;08/10/2024;08/10/2024;2
DL 2725 ;09/10/2024;16/10/2024;3
DL 2725 ;10/10/2024;10/10/2024;4
DL 2725 ;11/10/2024;14/10/2024;15
DL 2725 ;12/10/2024;12/10/2024;6
DL 2725 ;13/10/2024;13/10/2024;7
DL 2725 ;15/10/2024;15/10/2024;2
DL 2725 ;17/10/2024;17/10/2024;4
DL 2725 ;18/10/2024;18/10/2024;5
DL 2725 ;19/10/2024;19/10/2024;6
DL 2725 ;20/10/2024;20/10/2024;7
DL 2725 ;21/10/2024;25/10/2024;15
DL 2725 ;22/10/2024;22/10/2024;2
DL 2725 ;23/10/2024;23/10/2024;3
DL 2725 ;24/10/2024;24/10/2024;4
DL 2725 ;26/10/2024;26/10/2024;6
AF 6740 ;28/01/2024;03/03/2024;7
AF 6740 ;10/03/2024;24/03/2024;7
AF 6740 ;31/03/2024;20/10/2024;7
AI 461  ;04/11/2023;30/03/2024;6
KL 8665 ;27/11/2023;21/09/2691;12347
AF 1502 ;12/02/2024;12/02/2024;1
AF 1502 ;13/02/2024;13/02/2024;2
AF 1502 ;14/02/2024;14/02/2024;3
AF 1502 ;15/02/2024;15/02/2024;4
AF 1502 ;16/02/2024;16/02/2024;5
AF 1502 ;17/02/2024;17/02/2024;6
AF 1502 ;18/02/2024;18/02/2024;7
AF 1502 ;19/02/2024;19/02/2024;1
AF 1502 ;20/02/2024;20/02/2024;2
AF 1502 ;21/02/2024;21/02/2024;3
AF 1502 ;22/02/2024;22/02/2024;4
AF 1502 ;23/02/2024;23/02/2024;5
AF 1502 ;24/02/2024;24/02/2024;6
AF 1502 ;25/02/2024;25/02/2024;7
AF 1502 ;26/02/2024;26/02/2024;1
AF 1502 ;27/02/2024;27/02/2024;2
AF 1502 ;28/02/2024;28/02/2024;3
AF 1502 ;29/02/2024;29/02/2024;4
AF 1502 ;01/03/2024;29/03/2024;135
AF 1502 ;02/03/2024;19/03/2024;2467
AF 1502 ;21/03/2024;28/03/2024;4
AF 1502 ;23/03/2024;30/03/2024;267
AF 1502 ;31/03/2024;27/04/2024;67
AF 1502 ;01/04/2024;10/04/2024;1345
AF 1502 ;02/04/2024;23/04/2024;2
AF 1502 ;11/04/2024;11/04/2024;4
AF 1502 ;12/04/2024;26/04/2024;1345
AF 1502 ;28/04/2024;04/07/2024;134567
AF 1502 ;30/04/2024;02/07/2024;2
AF 1502 ;05/07/2024;05/07/2024;5
AF 1502 ;02/09/2024;06/10/2024;134567
AF 1502 ;03/09/2024;22/10/2024;2
AF 1502 ;07/10/2024;17/10/2024;1467
AF 1502 ;09/10/2024;23/10/2024;35
AF 1502 ;19/10/2024;26/10/2024;14567
AI 886  ;31/10/2023;30/03/2024;1234567
KL 9693 ;29/10/2023;24/03/2024;7
KL 9693 ;30/10/2023;30/03/2024;12346
KL 9693 ;03/11/2023;29/03/2024;5
KL 9693 ;31/03/2024;21/09/2691;57
AF 1662 ;15/01/2024;12/02/2024;1
AF 1662 ;16/01/2024;15/02/2024;234
AF 1662 ;16/02/2024;16/02/2024;5
AF 1662 ;19/02/2024;29/02/2024;1234
AF 1662 ;11/03/2024;25/03/2024;1
AF 1662 ;12/03/2024;21/03/2024;234
AF 1662 ;15/03/2024;15/03/2024;5
AF 1662 ;22/03/2024;22/03/2024;5
AF 1662 ;26/03/2024;26/03/2024;2
AF 1662 ;27/03/2024;27/03/2024;3
AF 1662 ;28/03/2024;28/03/2024;4
AF 1662 ;29/03/2024;29/03/2024;5
AF 1662 ;02/04/2024;11/04/2024;1234
AF 1662 ;05/04/2024;12/04/2024;5
AF 1662 ;14/04/2024;14/04/2024;7
AF 1662 ;15/04/2024;25/04/2024;1234
AF 1662 ;19/04/2024;19/04/2024;5
AF 1662 ;29/04/2024;30/04/2024;12
AF 1662 ;03/05/2024;03/05/2024;5
AF 1662 ;06/05/2024;06/05/2024;1
AF 1662 ;07/05/2024;07/05/2024;2
AF 1662 ;13/05/2024;16/05/2024;1234
AF 1662 ;17/05/2024;05/07/2024;5
AF 1662 ;21/05/2024;04/07/2024;1234
AF 1662 ;02/08/2024;30/08/2024;5
AF 1662 ;02/09/2024;24/10/2024;1234
AF 1662 ;06/09/2024;25/10/2024;5
AF 1269 ;28/01/2024;03/02/2024;2467
AF 1269 ;02/02/2024;02/02/2024;5
AF 1269 ;07/02/2024;07/02/2024;3
AF 1269 ;08/02/2024;08/02/2024;4
AF 1269 ;09/02/2024;09/02/2024;5
AF 1269 ;10/02/2024;10/02/2024;6
AF 1269 ;11/02/2024;11/02/2024;7
AF 1269 ;12/02/2024;12/02/2024;1
AF 1269 ;13/02/2024;13/02/2024;2
AF 1269 ;14/02/2024;14/02/2024;3
AF 1269 ;15/02/2024;15/02/2024;4
AF 1269 ;16/02/2024;16/02/2024;5
AF 1269 ;17/02/2024;17/02/2024;6
AF 1269 ;18/02/2024;18/02/2024;7
AF 1269 ;19/02/2024;19/02/2024;1
AF 1269 ;20/02/2024;20/02/2024;2
AF 1269 ;21/02/2024;21/02/2024;3
AF 1269 ;22/02/2024;22/02/2024;4
AF 1269 ;23/02/2024;23/02/2024;5
AF 1269 ;24/02/2024;24/02/2024;6
AF 1269 ;25/02/2024;25/02/2024;7
AF 1269 ;26/02/2024;01/03/2024;135
AF 1269 ;27/02/2024;27/02/2024;2
AF 1269 ;29/02/2024;29/02/2024;4
AF 1269 ;02/03/2024;02/03/2024;6
AF 1269 ;03/03/2024;03/03/2024;7
AF 1269 ;04/03/2024;30/03/2024;1234567
AF 1269 ;31/03/2024;21/04/2024;7
AF 1269 ;01/04/2024;01/04/2024;1
AF 1269 ;02/04/2024;27/04/2024;26
AF 1269 ;03/04/2024;29/04/2024;135
AF 1269 ;04/04/2024;25/04/2024;4
AF 1269 ;28/04/2024;08/05/2024;37
AF 1269 ;30/04/2024;14/05/2024;2
AF 1269 ;02/05/2024;16/05/2024;4
AF 1269 ;03/05/2024;13/05/2024;15
AF 1269 ;04/05/2024;25/05/2024;6
AF 1269 ;12/05/2024;12/05/2024;7
AF 1269 ;15/05/2024;19/05/2024;357
AF 1269 ;20/05/2024;22/05/2024;13
AF 1269 ;21/05/2024;23/05/2024;24
AF 1269 ;24/05/2024;24/05/2024;5
AF 1269 ;26/05/2024;03/07/2024;137
AF 1269 ;28/05/2024;04/07/2024;24
AF 1269 ;31/05/2024;05/07/2024;5
AF 1269 ;01/06/2024;29/06/2024;6
AF 1269 ;06/07/2024;31/08/2024;246
AF 1269 ;07/07/2024;01/09/2024;137
AF 1269 ;12/07/2024;30/08/2024;5
AF 1269 ;02/09/2024;06/10/2024;137
AF 1269 ;03/09/2024;03/10/2024;24
AF 1269 ;06/09/2024;04/10/2024;5
AF 1269 ;07/09/2024;26/10/2024;6
AF 1269 ;07/10/2024;21/10/2024;1
AF 1269 ;08/10/2024;22/10/2024;2
AF 1269 ;09/10/2024;23/10/2024;3
AF 1269 ;10/10/2024;24/10/2024;4
AF 1269 ;11/10/2024;18/10/2024;5
AF 1269 ;13/10/2024;20/10/2024;7
AF 1269 ;25/10/2024;25/10/2024;5
KL 8094 ;01/01/2024;30/03/2024;1234567
AF 9495 ;01/09/2023;28/03/2025;12345
DL 435  ;05/02/2024;19/02/2024;1234567
DL 435  ;20/02/2024;29/02/2024;1234567
DL 435  ;01/03/2024;08/03/2024;1234567
DL 435  ;10/03/2024;30/03/2024;1234567
DL 435  ;09/04/2024;06/05/2024;1234567
DL 435  ;07/05/2024;06/06/2024;1234567
DL 435  ;07/06/2024;08/09/2024;1234567
DL 435  ;10/09/2024;02/11/2024;1234567
DL 1689B;09/02/2024;19/02/2024;134567
DL 1689B;13/02/2024;20/02/2024;2
DL 1689B;21/02/2024;09/03/2024;1234567
DL 1689B;10/03/2024;10/03/2024;7
DL 1689B;11/03/2024;14/03/2024;1234
DL 1689B;15/03/2024;15/03/2024;5
DL 1689B;16/03/2024;16/03/2024;6
DL 1689B;17/03/2024;17/03/2024;7
DL 1689B;18/03/2024;22/03/2024;12345
DL 1689B;23/03/2024;23/03/2024;6
DL 1689B;24/03/2024;29/03/2024;123457
DL 1689B;30/03/2024;30/03/2024;6
DL 1689B;31/03/2024;08/04/2024;13467
DL 1689B;02/04/2024;02/04/2024;2
DL 1689B;05/04/2024;05/04/2024;5
DL 1689B;07/05/2024;07/05/2024;2
DL 1689B;08/05/2024;08/05/2024;3
DL 1689B;09/05/2024;09/05/2024;4
DL 1689B;10/05/2024;10/05/2024;5
DL 1689B;11/05/2024;11/05/2024;6
DL 1689B;12/05/2024;12/05/2024;7
DL 1689B;13/05/2024;13/05/2024;1
DL 1689B;14/05/2024;14/05/2024;2
DL 1689B;15/05/2024;15/05/2024;3
DL 1689B;16/05/2024;16/05/2024;4
DL 1689B;17/05/2024;17/05/2024;5
DL 1689B;18/05/2024;18/05/2024;6
DL 1689B;19/05/2024;19/05/2024;7
DL 1689B;20/05/2024;20/05/2024;1
DL 1689B;21/05/2024;21/05/2024;2
DL 1689B;22/05/2024;22/05/2024;3
DL 1689B;23/05/2024;30/05/2024;4
DL 1689B;24/05/2024;24/05/2024;5
DL 1689B;27/05/2024;27/05/2024;1
DL 1689B;28/05/2024;28/05/2024;2
DL 1689B;29/05/2024;29/05/2024;3
DL 1689B;31/05/2024;31/05/2024;5
DL 1689B;01/06/2024;01/06/2024;6
DL 1689B;02/06/2024;02/06/2024;7
DL 1689B;03/06/2024;03/06/2024;1
DL 1689B;04/06/2024;04/06/2024;2
DL 1689B;05/06/2024;05/06/2024;3
DL 1689B;06/06/2024;06/06/2024;4
DL 1689B;07/06/2024;07/06/2024;5
DL 1689B;08/06/2024;08/06/2024;6
DL 1689B;09/06/2024;09/06/2024;7
DL 1689B;10/06/2024;17/06/2024;1
DL 1689B;11/06/2024;11/06/2024;2
DL 1689B;12/06/2024;12/06/2024;3
DL 1689B;13/06/2024;20/06/2024;4
